,animal_id,time,Plate.ID,species,0.00390625,0.0058594,0.0078125,0.011719,0.015625,0.0234375,0.023438,0.03125,0.046875,0.0625,0.09375,0.125,0.1875,0.25,0.375,0.5,1,npar,Infl.logX,Infl.propY,Prop.BottomAsym,Prop.TopAsym,Log.Xinfl,Log.Slope,Asym.Coef,gof,wgof,stdErr,wstdErr
69,leca12,30,,curlytail,0.039574719,NA,0.004777035,NA,0.049812955,NA,NA,0.001181335,NA,0.993340922,NA,NA,NA,NA,NA,NA,NA,5,-1.16031773,1.763298641,0.02353082,4.201564121,-1.248928953,5.972914325,3.382729284,0.997611292,0.999944538,0.024498221,0.006465655
70,leca12,60,,curlytail,0.004762685,NA,0.004534145,NA,0.03012404,NA,NA,0.005427733,NA,0.994093326,NA,NA,NA,NA,NA,NA,NA,5,-1.187072593,1.23405722,0.007437204,2.89696883,-1.253821279,6.796640166,2.842279635,0.999308865,0.999975047,0.013347529,0.004392757
71,leca12,120,,curlytail,9.81E-05,NA,0.00939131,NA,0.023036031,NA,NA,0.002826561,NA,0.99141381,NA,NA,NA,NA,NA,NA,NA,5,-1.123863879,2.981020686,0.008000555,7.182878197,-1.227616826,5.301997619,3.548933644,0.999588941,0.999987567,0.010289419,0.003099441
72,leca12,240,,curlytail,0.015948021,NA,0.026186257,NA,0.050600512,NA,NA,0.093128569,NA,0.996099391,NA,NA,NA,NA,NA,NA,NA,4,-1.202920154,1.002582273,0.027007793,1.978156752,-1.202920154,4.811656674,1,0.999212753,0.999994284,0.013792976,0.002035594
73,leca15,0,,curlytail,0.029593944,NA,0.00130114,NA,0.997856976,NA,NA,0.994483344,NA,0.99814975,NA,NA,NA,NA,NA,NA,NA,5,-2.080955373,0.378306067,0.015447046,0.997292761,-2.120370122,51.6412507,108.4992974,0.999646076,0.999972551,0.011678856,0.00563343
74,leca15,30,,curlytail,0.009418586,NA,0.001535437,NA,0.042440927,NA,NA,0.990364763,NA,0.993117688,NA,NA,NA,NA,NA,NA,NA,5,-1.747537451,0.392302186,0.005474348,0.99312032,-1.829619063,10.53274678,7.320568941,0.999972725,0.999999879,0.003218284,0.000371839
75,leca15,60,,curlytail,0.00280274,NA,0.005587304,NA,0.537508603,NA,NA,0.995269278,NA,0.992766671,NA,NA,NA,NA,NA,NA,NA,5,-1.813726021,0.49897988,0.003023839,0.994838977,-1.813701504,8.963409084,0.999494132,0.99999091,0.999999685,0.001724025,0.000555492
76,leca15,120,,curlytail,0.15439321,NA,0.175498968,NA,0.108281716,NA,NA,0.991349985,NA,0.993361976,NA,NA,NA,NA,NA,NA,NA,5,-1.696419807,0.469816545,0.151553594,0.993362972,-1.787383666,13.70190254,17.63510029,0.997152685,0.999994977,0.02860012,0.002080646
77,leca15,240,,curlytail,0.061711402,NA,0.06079376,NA,0.139710943,NA,NA,0.992658867,NA,0.981647167,NA,NA,NA,NA,NA,NA,NA,4,-1.755973191,0.524217741,0.06126401,0.987171472,-1.755973191,20.58466111,1,0.999937352,0.999998115,0.004513709,0.001356203
78,leca16,0,,curlytail,0.007837073,NA,0.003655529,NA,0.015661104,NA,NA,0.995892169,NA,0.978947368,NA,NA,NA,NA,NA,NA,NA,4,-1.73393748,0.496580351,0.005751136,0.987409567,-1.73393748,27.56643963,1,0.999867422,0.999999195,0.007125407,0.000961546
79,leca16,30,,curlytail,0.146084724,NA,0.203594352,NA,0.225160462,NA,NA,0.271116816,NA,0.993838254,NA,NA,NA,NA,NA,NA,NA,4,-1.201917491,1.00266491,0.196788604,1.808541217,-1.201917491,4.335043451,1,0.993538003,0.999884728,0.032743372,0.007574662
80,leca16,60,,curlytail,0.274454429,NA,0.345827985,NA,0.429011553,NA,NA,0.998270839,NA,0.997048303,NA,NA,NA,NA,NA,NA,NA,4,-1.766541941,0.653937958,0.310206774,0.997669143,-1.766541941,17.15506769,1,0.995059417,0.999949767,0.029142214,0.005089659
81,leca16,120,,curlytail,0.449037227,NA,0.531450578,NA,0.532734275,NA,NA,0.998447225,NA,0.995016031,NA,NA,NA,NA,NA,NA,NA,4,-1.755728569,0.743462092,0.49019392,0.996730264,-1.755728569,20.56615784,1,0.988486359,0.999841775,0.03367433,0.006837401
82,leca16,240,,curlytail,0.429781772,NA,0.418228498,NA,0.548395379,NA,NA,0.969191271,NA,0.996029489,NA,NA,NA,NA,NA,NA,NA,5,-1.751350194,0.663647558,0.423951452,0.996757531,-1.847482301,5.296072539,3.229405721,0.99979813,0.999997263,0.004724164,0.000952794
83,leca17,0,,curlytail,0.001611789,NA,0.010361501,NA,0.012203546,NA,NA,0.992256631,NA,0.990222085,NA,NA,NA,NA,NA,NA,NA,5,-1.76908449,0.373497625,0.005926151,0.991239263,-1.847070414,19.82405636,35.15583052,0.999965202,0.999999319,0.00366822,0.000888667
84,leca17,30,,curlytail,0.006537223,NA,0.026939903,NA,0.000427736,NA,NA,0.994882507,NA,0.997037146,NA,NA,NA,NA,NA,NA,NA,5,-1.699298644,0.382725677,0.008588107,0.997037576,-1.788877474,13.7041686,16.88897883,0.999649794,0.999998959,0.011655999,0.001100599
85,leca17,60,,curlytail,0.002393504,NA,0.016808658,NA,0.052728529,NA,NA,0.996751633,NA,0.995544793,NA,NA,NA,NA,NA,NA,NA,4,-1.737201107,0.502816765,0.009488807,0.996144724,-1.737201107,19.40859532,1,0.999907802,0.999998255,0.005907322,0.001407737
86,leca17,120,,curlytail,0.003449603,NA,0.013585079,NA,0.010361501,NA,NA,0.992306415,NA,0.996961176,NA,NA,NA,NA,NA,NA,NA,5,-1.719414895,0.389691777,0.008502005,0.996961947,-1.811308913,10.85521302,9.943267799,0.99995593,0.999999822,0.00413781,0.000454942
87,leca17,240,,curlytail,0.019571725,NA,0.054570573,NA,0.060557219,NA,NA,0.998485849,NA,0.992905328,NA,NA,NA,NA,NA,NA,NA,4,-1.739871412,0.51633904,0.036979884,0.995698196,-1.739871412,24.10495677,1,0.999421576,0.99999586,0.014469038,0.002120279
88,leca3,0,,curlytail,0.074990336,NA,0.026671821,NA,0.993331595,NA,NA,0.997827835,NA,0.964051024,NA,NA,NA,NA,NA,NA,NA,4,-2.017024039,0.51997137,0.050830582,0.989112159,-2.017024039,127.0218102,1,0.998199428,0.99973557,0.025094266,0.01665654
89,leca3,30,,curlytail,0.000814853,NA,0.004807601,NA,0.054116738,NA,NA,0.959798995,NA,0.939698493,NA,NA,NA,NA,NA,NA,NA,4,-1.750370511,0.476267598,0.002789993,0.949745203,-1.750370511,22.24765488,1,0.999797924,0.999993087,0.008367676,0.002680631
90,leca3,60,,curlytail,0.002107791,NA,0.001159644,NA,0.967916506,NA,NA,0.942017781,NA,0.941631233,NA,NA,NA,NA,NA,NA,NA,4,-1.965000511,0.47433853,0.001633218,0.947043842,-1.965000511,58.04499853,1,0.999546058,0.999972272,0.012788996,0.005474676
91,leca3,120,,curlytail,0.006905092,NA,0.008664192,NA,0.977193661,NA,NA,0.996907615,NA,0.963471202,NA,NA,NA,NA,NA,NA,NA,4,-1.950138495,0.493537491,0.006904659,0.980170322,-1.950138495,17.45784408,1,0.999506587,0.999999291,0.013650374,0.000896372
92,leca3,240,,curlytail,0.001524311,NA,0.008311961,NA,0.004477621,NA,NA,0.979512949,NA,0.956320062,NA,NA,NA,NA,NA,NA,NA,5,-1.771469716,0.361307081,0.004523133,0.967916009,-1.820586646,38.09332613,74.30657098,0.999737483,0.999987082,0.009870921,0.003792547
93,leca7,0,,curlytail,0.051670272,NA,0.005046864,NA,0.01754386,NA,NA,0.989906273,NA,0.976928623,NA,NA,NA,NA,NA,NA,NA,4,-1.604017654,0.501892324,0.0203677,0.983416948,-1.604017654,77.07219379,1,0.998816437,0.999863773,0.020870738,0.012264081
94,leca7,30,,curlytail,0.003252444,NA,0.005008766,NA,0.047344388,NA,NA,0.970680125,NA,0.953376592,NA,NA,NA,NA,NA,NA,NA,4,-1.74575935,0.483079587,0.004128816,0.962030359,-1.74575935,21.93970354,1,0.999858513,0.999998043,0.00710248,0.001446809
95,leca7,60,,curlytail,0.003964867,NA,0.00630682,NA,0.09973564,NA,NA,0.988944965,NA,0.975006008,NA,NA,NA,NA,NA,NA,NA,4,-1.756843981,0.493528129,0.005177639,0.98187862,-1.756843981,19.65773218,1,0.999907207,0.999998768,0.005775448,0.001152529
96,leca7,120,,curlytail,0.004991135,NA,0.008354892,NA,0.008338862,NA,NA,0.984619082,NA,0.971641432,NA,NA,NA,NA,NA,NA,NA,4,-1.739075604,0.492398061,0.006665994,0.978130128,-1.739075604,41.17657619,1,0.999920561,0.999999415,0.005473184,0.000813562
97,leca7,240,,curlytail,0.006969478,NA,0.004888336,NA,0.990511028,NA,NA,0.976928623,NA,0.965873588,NA,NA,NA,NA,NA,NA,NA,5,-2.066452615,0.365582055,0.005928408,0.977036675,-2.123876039,32.54373379,73.92181905,0.999728009,0.99998593,0.010138213,0.003993815
98,leca8,0,,curlytail,0.00858865,NA,0.003709285,NA,0.003559674,NA,NA,0.991606835,NA,0.993703728,NA,NA,NA,NA,NA,NA,NA,5,-1.698968638,0.38098922,0.004627874,0.993705589,-1.782404162,13.7885508,14.14018085,0.999984894,0.999999841,0.002427126,0.00043107
99,leca8,30,,curlytail,0.002968632,NA,0.008057565,NA,0.007673654,NA,NA,0.991200061,NA,0.993056019,NA,NA,NA,NA,NA,NA,NA,5,-1.731586628,0.382893724,0.005507811,0.993056686,-1.822674023,12.03508539,12.48086215,0.999988899,0.999999946,0.002077553,0.000249972
100,leca8,60,,curlytail,0.006103944,NA,0.000924066,NA,0.007393231,NA,NA,0.999383828,NA,0.996668005,NA,NA,NA,NA,NA,NA,NA,5,-1.769816432,0.373717453,0.003459695,0.998027008,-1.84594944,21.23653939,41.38106245,0.999985542,0.999999543,0.00238857,0.000735149
101,leca8,120,,curlytail,0.009016258,NA,0.00063969,NA,0.003959997,NA,NA,0.990011668,NA,0.996186032,NA,NA,NA,NA,NA,NA,NA,5,-1.691478571,0.383747064,0.004090695,0.996187384,-1.782737007,11.83083232,12.01332581,0.999969142,0.999999867,0.003473156,0.00039451
102,leca8,240,,curlytail,0.000654294,NA,0.009990896,NA,0.009369125,NA,NA,0.997192757,NA,0.992903173,NA,NA,NA,NA,NA,NA,NA,4,-1.724308927,0.500180465,0.00531378,0.995047151,-1.724308927,29.13766992,1,0.999954971,0.999999165,0.004194768,0.000989439
103,pigeonA,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004365631,NA,0.85019099,NA,0.877662079,NA,0.881508032,0.813379729,3,-1.032163018,0.433139395,0,0.866278789,-1.032163018,13.34936827,1,0.994577829,0.999987529,0.032454355,0.002695863
104,pigeonA,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00439964,NA,0.99317817,NA,0.952849117,NA,0.891452649,0.854735153,3,-1.126959456,0.461438339,0,0.922876678,-1.126959456,30.06310894,1,0.983292726,0.999960128,0.061836904,0.005232245
105,pigeonA,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001513508,NA,0.006407186,NA,0.88964687,NA,0.80959069,0.893258427,4,-0.827212361,0.438289687,0.001514357,0.875065016,-0.827212361,29.64314155,1,0.99458722,0.999991126,0.040126979,0.002814155
106,pigeonA,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003462914,NA,0.99205085,NA,0.990369181,NA,0.963081862,0.920545746,3,-1.128628283,0.484528229,0,0.969056458,-1.128628283,32.39015442,1,0.995475801,0.999973687,0.033525917,0.004428476
107,pigeonA,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093900482,NA,0.378009631,NA,0.853932584,NA,0.817817014,0.816613162,4,-0.891955815,0.459189566,0.093881195,0.824497937,-0.891955815,17.63078312,1,0.997901627,0.999983154,0.018014219,0.00279567
108,pigeonB,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048584585,NA,0.32494375,NA,0.773271938,NA,0.828763539,0.85019099,5,-0.849511584,0.429570761,0.026347557,0.843106267,-0.856443407,4.16320424,1.068706864,0.999699448,0.999994193,0.007207971,0.001735287
109,pigeonB,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193268379,NA,0.311957485,NA,0.573073516,NA,0.804428698,0.819663419,5,-0.576479205,0.60249867,0.10232512,0.819918128,-0.459921038,5.946389654,0.202721458,0.999999999,1,1.17E-05,6.21E-06
110,pigeonB,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007868498,NA,0.286448184,NA,0.816120461,NA,0.815411869,0.798405669,4,-0.885969249,0.410047856,0.007815142,0.812280571,-0.885969249,16.10715067,1,0.999616337,0.999991164,0.008509425,0.002236677
111,pigeonB,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099025686,NA,0.463596103,NA,0.710894597,NA,0.782462356,0.793799823,5,-1.013558582,0.326590773,-0.307305183,0.797201222,-0.90090209,2.565623114,0.514003294,0.999993732,0.99999981,0.00085295,0.000256985
112,pigeonB,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038086802,NA,0.490876882,NA,0.817714792,NA,0.812931798,0.768821966,4,-0.914330539,0.421958139,0.038022942,0.805893335,-0.914330539,14.02330471,1,0.996507176,0.999985283,0.022835153,0.00256738
113,pigeonC,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033455915,NA,0.233294466,NA,0.643376088,NA,0.804825545,0.872993094,5,-0.800740385,0.380384681,0.020567251,0.876107169,-1.007848015,2.361573554,3.083897258,0.999320661,0.999963668,0.01105651,0.004428759
114,pigeonC,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232316346,NA,0.411794784,NA,0.731890234,NA,0.764104312,0.825123573,5,-0.863796564,0.466467888,0.230165147,0.805240812,-1.0450949,3.23938668,3.866298794,0.994363266,0.999851365,0.022329779,0.006280457
115,pigeonC,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054031021,NA,0.388273394,NA,0.443497529,NA,0.836032044,0.836032044,5,-0.594302466,0.563881952,-7.251797162,0.843937296,-0.269221954,6.608601374,0.007106774,0.950190849,0.994847427,0.085444976,0.047599747
116,pigeonC,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205726947,NA,0.341741947,NA,0.664905403,NA,0.847963184,0.830577808,5,-0.596275044,0.673471319,0.110196475,0.839209902,-0.512534043,11.32608476,0.11260102,0.999536298,0.999993121,0.007234755,0.001526221
117,pigeonC,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063064599,NA,0.307993864,NA,0.712289075,NA,0.797852395,0.826487131,5,-0.83492941,0.416217346,0.033218594,0.820439534,-0.853221524,3.436040811,1.155719526,0.99961532,0.999980304,0.007676183,0.003008439
118,pigeonD,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008271049,NA,0.791909588,NA,0.835500942,NA,0.744012916,0.84931384,3,-1.028190621,0.411107421,0,0.822214843,-1.028190621,11.3282737,1,0.986351635,0.999971866,0.04839677,0.003805828
119,pigeonD,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094758479,NA,0.611510791,NA,0.77307297,NA,0.838026722,0.825282631,4,-1.469900862,-0.789067746,-2.414191771,0.836056279,-1.469900862,1.99236652,1,0.999089257,0.999972453,0.010862796,0.0032722
120,pigeonD,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038437821,NA,0.929290853,NA,0.865981501,NA,0.837204522,0.834737924,3,-1.145877478,0.430993498,0,0.861986996,-1.145877478,22.85171738,1,0.989359797,0.999956976,0.04435755,0.004885501
121,pigeonD,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188489209,NA,0.6,NA,0.875436793,NA,0.837204522,0.851593011,5,-0.922870934,0.468679012,0.188466287,0.852445892,-0.955892243,14.40892809,2.990898517,0.997757098,0.999970745,0.015940905,0.003153338
122,pigeonD,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107913669,NA,0.375950668,NA,0.795683453,NA,0.79979445,0.820349435,5,-0.880992321,0.434892755,0.106141008,0.810423375,-0.908494169,5.990909732,1.461373017,0.999504646,0.999996923,0.008298819,0.001132892
123,pigeonE,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146258503,NA,0.572184429,NA,0.907785336,NA,0.912887377,0.893046106,4,-0.911210189,0.526329292,0.14613952,0.906519063,-0.911210189,12.96514099,1,0.999500067,0.99999655,0.008638559,0.001242882
124,pigeonE,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299239073,NA,0.58308264,NA,0.94797381,NA,0.886745709,0.888869227,4,-0.900720577,0.599546378,0.299270129,0.899822628,-0.900720577,20.11755946,1,0.991417902,0.999956299,0.029493371,0.003645302
125,pigeonE,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097858786,NA,0.350557424,NA,0.851707662,NA,0.800743231,0.855246859,4,-0.886160864,0.470364836,0.097855117,0.842874555,-0.886160864,17.10905626,1,0.995844286,0.999986974,0.025860701,0.002507732
126,pigeonE,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195540612,NA,0.411077685,NA,0.670677756,NA,0.869757565,0.872235003,5,-0.632205128,0.644515755,-0.685413452,0.878258818,-0.412918505,5.754255299,0.054722861,0.99967606,0.999979964,0.006157088,0.002652215
127,pigeonE,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342771191,NA,0.424172713,NA,0.796850115,NA,0.860201734,0.866572288,4,-0.763290341,0.602292338,0.339937257,0.86464742,-0.763290341,5.138861062,1,0.999965117,0.999999601,0.001731056,0.000320572
128,pigeonF,0,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002359452,NA,0.0076128,NA,0.906273621,NA,0.748677249,0.842403628,4,-0.83609153,0.421330551,0.002358177,0.840302925,-0.83609153,32.8355397,1,0.984714078,0.999985194,0.065196658,0.00351442
129,pigeonF,30,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117443204,NA,0.918559877,NA,0.90296496,NA,0.812475934,0.809395456,3,-1.164578468,0.430276458,0,0.860552917,-1.164578468,20.26163248,1,0.977681841,0.999682713,0.058001648,0.011978371
130,pigeonF,60,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162880246,NA,0.57316134,NA,0.790335002,NA,0.843665768,0.825567963,5,-1.028384659,0.398549199,-0.118168915,0.835145362,-0.972137658,3.072548562,0.671704652,0.999162069,0.999985989,0.009609701,0.002152309
131,pigeonF,120,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147862919,NA,0.85386985,NA,0.926068541,NA,0.825567963,0.810935695,3,-1.165632841,0.424480885,0,0.84896177,-1.165632841,17.56228188,1,0.980429372,0.999940192,0.051520224,0.004933047
132,pigeonF,240,,pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189449365,NA,0.655179053,NA,0.751251444,NA,0.773199846,0.813631113,4,-1.630450724,-2.191738399,-5.174625822,0.791149023,-1.630450724,2.229065889,1,0.996944115,0.999782938,0.016381107,0.007561842
133,rhino102013,0,9WT,rhino,NA,0.002857918,NA,0.020547802,NA,NA,NA,NA,0.991488829,NA,0.976469116,NA,0.963785802,NA,0.940421804,NA,NA,4,-1.803675278,0.485800555,0.002857184,0.968743925,-1.803675278,13.56853276,1,0.99885033,0.999995885,0.018733331,0.002241523
134,rhino102013,30,9WT,rhino,NA,0.00469366,NA,0.007363832,NA,NA,NA,NA,0.980140601,NA,0.967624173,NA,0.947097232,NA,0.929908004,NA,NA,4,-1.801380669,0.480571497,0.004693158,0.956449836,-1.801380669,19.66128045,1,0.998773629,0.999997423,0.019222761,0.001762343
135,rhino102013,60,9WT,rhino,NA,2.09E-05,NA,0.006117835,NA,NA,NA,NA,0.991321943,NA,0.985647829,NA,0.966455974,NA,0.947264118,NA,NA,4,-1.776038317,0.486697122,2.03E-05,0.973373952,-1.776038317,14.189552,1,0.999041722,0.999998992,0.017337649,0.001124697
136,rhino102013,120,9WT,rhino,NA,0.019045831,NA,0.026555688,NA,NA,NA,NA,0.990320629,NA,0.973798944,NA,0.955942174,NA,0.92540209,NA,NA,5,-1.868108961,0.379913166,0.019045829,0.962469355,-1.956487213,12.27595867,12.15983746,0.998028138,0.999999472,0.024086573,0.000788103
137,rhino102013,240,13WT,rhino,NA,0.007787861,NA,0.000536006,NA,NA,NA,NA,0.993215407,NA,0.997449503,NA,0.995042833,NA,0.951084508,NA,NA,5,-1.855041439,0.372589416,0.004161941,0.990668113,-1.926353564,21.20168947,32.50405415,0.998701554,0.999915086,0.0204008,0.010434121
138,rhino102015,0,11WT,rhino,NA,0.000597486,NA,0.004467557,NA,NA,NA,NA,0.949912868,NA,0.931362078,NA,0.913148575,NA,0.8981393,NA,NA,4,-1.776129283,0.461752537,0.00059575,0.922909325,-1.776129283,15.32537642,1,0.998666004,0.999998001,0.019425973,0.001504148
139,rhino102015,30,11WT,rhino,NA,0.002981952,NA,0.005667284,NA,NA,NA,NA,0.039237731,NA,0.936252741,NA,0.919894317,NA,0.896621508,NA,NA,4,-1.265050752,0.461890669,0.004345288,0.91943605,-1.265050752,21.90104003,1,0.999338809,0.999996595,0.01420668,0.002039013
